age,job,marital,education,default,housing,loan,contact,campaign,poutcome,y
31,unemployed,divorced,secondary,no,yes,no,cellular,2,failure,yes
35,admin.,single,secondary,no,no,no,cellular,1,other,yes
33,services,married,secondary,no,no,no,cellular,1,failure,no
52,services,married,secondary,no,yes,no,cellular,1,failure,no
27,management,single,tertiary,no,yes,no,cellular,3,other,no
46,management,divorced,tertiary,no,no,no,cellular,1,failure,yes
54,admin.,divorced,secondary,no,yes,yes,cellular,1,success,no
38,technician,married,secondary,no,no,no,cellular,1,success,yes
34,self-employed,single,tertiary,no,yes,no,telephone,4,other,no
60,services,married,secondary,no,no,yes,cellular,5,failure,yes
35,blue-collar,married,secondary,no,yes,no,cellular,7,failure,no
34,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
36,blue-collar,single,primary,no,yes,no,cellular,2,failure,no
59,housemaid,married,primary,no,yes,no,cellular,3,failure,no
51,blue-collar,married,primary,no,yes,no,cellular,1,failure,no
45,admin.,married,secondary,no,no,no,cellular,1,success,no
29,blue-collar,single,tertiary,no,no,no,cellular,4,success,yes
55,management,married,primary,no,no,no,cellular,2,success,yes
51,entrepreneur,married,primary,no,no,no,cellular,1,success,no
31,student,single,tertiary,no,yes,no,cellular,5,other,no
38,technician,divorced,secondary,no,yes,no,cellular,8,failure,no
33,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
36,blue-collar,married,primary,no,no,no,cellular,1,success,yes
42,blue-collar,married,primary,no,yes,yes,cellular,4,failure,no
33,technician,married,secondary,no,no,no,cellular,2,success,yes
32,blue-collar,married,secondary,no,yes,no,cellular,2,other,yes
58,technician,married,secondary,no,yes,no,cellular,1,failure,no
41,blue-collar,married,primary,no,yes,no,cellular,4,other,no
56,retired,married,secondary,no,no,yes,cellular,1,failure,yes
35,management,married,tertiary,no,no,no,cellular,1,success,yes
24,student,single,secondary,no,yes,no,cellular,4,other,no
52,technician,married,tertiary,no,no,no,cellular,3,failure,yes
48,blue-collar,married,secondary,no,yes,no,cellular,1,success,yes
36,management,single,tertiary,no,yes,no,cellular,2,failure,yes
68,retired,married,secondary,no,no,no,telephone,2,success,no
37,management,married,tertiary,no,yes,no,cellular,1,failure,no
45,unemployed,divorced,primary,no,no,no,cellular,1,failure,no
47,blue-collar,single,primary,no,yes,no,cellular,3,other,no
37,management,married,tertiary,no,no,no,cellular,1,success,no
27,blue-collar,single,secondary,no,no,no,cellular,1,success,yes
35,management,married,tertiary,no,yes,no,cellular,2,failure,yes
48,admin.,married,primary,no,yes,no,cellular,2,failure,yes
22,admin.,single,tertiary,no,yes,no,cellular,4,success,yes
71,retired,married,secondary,no,no,no,cellular,2,failure,no
42,technician,single,secondary,no,yes,no,cellular,2,failure,yes
43,admin.,married,secondary,no,no,no,cellular,2,success,yes
30,blue-collar,married,primary,no,yes,yes,cellular,1,other,no
59,technician,married,secondary,no,no,no,cellular,1,success,no
34,services,single,secondary,no,yes,no,cellular,3,other,yes
50,admin.,married,tertiary,no,no,no,cellular,1,success,yes
32,admin.,married,secondary,no,yes,no,cellular,4,failure,yes
31,management,single,tertiary,no,yes,no,cellular,2,failure,no
42,technician,married,primary,no,no,no,cellular,2,failure,no
74,retired,married,tertiary,no,no,no,cellular,1,success,no
36,management,single,tertiary,no,no,no,cellular,1,other,no
43,unemployed,married,tertiary,no,no,no,cellular,1,failure,yes
49,blue-collar,married,secondary,no,yes,yes,cellular,7,failure,yes
34,services,married,secondary,no,yes,yes,cellular,6,other,no
50,management,married,tertiary,no,yes,no,cellular,2,failure,no
30,management,married,tertiary,no,yes,no,cellular,2,failure,yes
38,housemaid,divorced,secondary,no,no,no,cellular,3,success,yes
68,retired,married,tertiary,no,no,no,cellular,2,failure,no
35,blue-collar,single,secondary,no,yes,no,cellular,3,other,no
32,admin.,married,secondary,no,yes,no,cellular,2,failure,yes
53,management,married,tertiary,no,yes,no,cellular,3,other,no
30,management,single,tertiary,no,no,no,cellular,1,success,yes
59,entrepreneur,married,secondary,no,no,yes,cellular,2,failure,no
35,management,married,tertiary,no,yes,no,cellular,1,failure,no
46,blue-collar,married,secondary,no,yes,no,cellular,1,other,yes
42,admin.,divorced,secondary,no,no,no,cellular,1,other,yes
53,admin.,married,secondary,no,no,no,telephone,1,success,yes
60,services,married,secondary,no,yes,no,cellular,7,other,no
80,retired,married,secondary,no,no,no,telephone,1,success,no
66,housemaid,married,primary,no,no,no,cellular,6,success,no
32,technician,married,secondary,no,no,no,cellular,2,failure,yes
32,admin.,married,secondary,no,no,no,cellular,3,success,yes
51,management,married,tertiary,no,no,no,cellular,2,failure,yes
59,self-employed,married,tertiary,no,no,no,cellular,5,failure,no
67,retired,divorced,secondary,no,no,no,cellular,1,success,yes
32,technician,married,secondary,no,yes,no,cellular,4,other,no
41,blue-collar,married,primary,no,yes,no,cellular,2,other,yes
31,admin.,single,secondary,no,yes,no,cellular,1,success,yes
28,student,single,tertiary,no,no,no,cellular,5,failure,yes
42,management,married,tertiary,no,yes,no,cellular,5,other,no
75,retired,married,secondary,no,no,no,cellular,1,failure,yes
53,management,married,tertiary,no,yes,no,cellular,2,failure,yes
44,admin.,married,secondary,no,no,no,cellular,5,success,no
37,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
29,services,single,secondary,no,no,no,cellular,1,other,no
37,management,married,tertiary,no,yes,no,cellular,2,other,yes
36,management,married,tertiary,no,no,no,cellular,3,success,yes
26,housemaid,married,secondary,no,yes,no,cellular,2,other,no
68,retired,married,secondary,no,no,no,cellular,2,success,yes
35,management,single,tertiary,no,yes,no,cellular,1,success,no
28,management,single,tertiary,no,yes,no,cellular,1,success,yes
26,admin.,single,secondary,no,no,no,cellular,1,failure,yes
58,technician,married,secondary,no,yes,no,cellular,1,failure,yes
26,admin.,single,secondary,no,no,no,cellular,1,other,no
84,retired,married,secondary,no,no,no,telephone,1,other,yes
32,technician,married,secondary,no,no,no,cellular,1,other,yes
52,self-employed,divorced,secondary,no,yes,no,cellular,1,failure,no
44,self-employed,married,primary,no,yes,no,cellular,1,other,no
37,technician,married,secondary,no,yes,no,cellular,2,failure,no
43,admin.,single,secondary,no,no,no,cellular,1,failure,no
37,services,married,secondary,no,yes,yes,cellular,1,failure,no
30,entrepreneur,married,secondary,no,yes,no,cellular,1,other,no
29,management,single,tertiary,no,no,no,cellular,1,success,yes
35,admin.,married,secondary,no,yes,no,cellular,2,success,yes
29,admin.,single,tertiary,no,no,no,cellular,1,failure,no
59,retired,divorced,secondary,no,no,no,cellular,6,success,yes
28,blue-collar,married,primary,no,yes,no,cellular,1,failure,yes
30,management,single,tertiary,no,no,no,cellular,1,success,yes
28,admin.,divorced,secondary,no,yes,no,cellular,1,success,no
55,blue-collar,divorced,secondary,no,yes,no,cellular,1,failure,no
36,management,single,tertiary,no,yes,no,cellular,2,failure,yes
61,retired,married,tertiary,no,no,no,cellular,7,success,no
31,management,single,secondary,no,yes,no,cellular,1,failure,no
34,management,married,tertiary,no,yes,no,telephone,1,other,no
28,technician,single,tertiary,no,no,no,cellular,2,other,yes
34,entrepreneur,married,primary,no,yes,no,cellular,2,failure,no
58,entrepreneur,married,tertiary,no,no,yes,cellular,1,other,yes
31,management,married,tertiary,no,no,no,cellular,2,failure,no
52,management,married,tertiary,no,no,no,cellular,1,failure,yes
37,blue-collar,married,secondary,no,yes,no,cellular,3,failure,no
40,management,single,tertiary,no,yes,no,cellular,2,success,yes
28,admin.,married,secondary,no,yes,no,cellular,1,other,no
46,management,divorced,tertiary,no,yes,no,cellular,2,other,yes
52,management,married,tertiary,no,no,no,cellular,1,success,yes
26,management,single,tertiary,no,no,no,cellular,2,success,yes
42,admin.,married,secondary,no,yes,no,cellular,1,other,no
31,technician,divorced,secondary,no,no,no,cellular,2,other,no
35,blue-collar,married,secondary,no,yes,no,cellular,1,failure,yes
39,management,married,tertiary,no,no,no,cellular,5,other,yes
31,admin.,single,secondary,no,yes,no,cellular,2,other,no
73,retired,married,primary,no,no,no,cellular,1,failure,yes
42,services,married,secondary,no,yes,no,cellular,1,other,no
47,technician,married,secondary,no,yes,no,cellular,1,other,no
46,services,divorced,secondary,no,no,no,cellular,1,success,no
71,retired,married,tertiary,no,no,no,telephone,1,success,no
30,self-employed,single,tertiary,no,no,no,cellular,2,failure,no
36,technician,married,tertiary,no,yes,yes,cellular,2,failure,yes
37,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
37,technician,single,secondary,no,yes,yes,cellular,1,failure,no
67,retired,married,primary,no,no,no,cellular,6,other,yes
57,management,married,tertiary,no,no,no,cellular,3,success,yes
33,technician,married,secondary,no,no,no,cellular,1,failure,yes
28,blue-collar,single,secondary,no,yes,no,cellular,1,success,no
26,entrepreneur,single,tertiary,no,no,no,cellular,2,other,yes
57,services,married,secondary,no,yes,no,cellular,7,failure,no
54,technician,married,secondary,no,yes,no,cellular,1,failure,no
41,technician,married,secondary,no,no,no,cellular,2,other,no
68,retired,divorced,primary,no,no,no,cellular,2,success,yes
33,blue-collar,married,tertiary,no,yes,no,cellular,1,failure,yes
26,management,single,tertiary,no,no,no,telephone,2,other,no
69,retired,married,secondary,no,no,no,cellular,1,success,no
50,self-employed,single,secondary,no,yes,no,cellular,2,failure,no
33,blue-collar,married,primary,no,yes,no,cellular,1,failure,yes
35,blue-collar,married,secondary,no,yes,no,cellular,1,success,yes
64,retired,married,primary,no,no,no,telephone,2,success,no
33,admin.,married,tertiary,no,yes,no,cellular,2,failure,yes
28,services,single,secondary,no,yes,no,cellular,5,other,no
38,entrepreneur,married,tertiary,no,yes,no,cellular,1,failure,yes
30,management,married,tertiary,no,no,no,cellular,3,failure,yes
22,student,single,primary,no,no,no,cellular,1,success,yes
40,management,single,tertiary,no,yes,no,cellular,3,failure,no
30,technician,single,secondary,no,yes,no,cellular,1,failure,yes
45,technician,married,secondary,no,yes,no,cellular,2,success,yes
35,entrepreneur,married,tertiary,no,yes,no,cellular,1,failure,no
30,blue-collar,married,secondary,no,yes,yes,cellular,1,failure,yes
26,management,single,tertiary,no,no,no,cellular,1,success,yes
60,retired,married,secondary,no,no,no,cellular,1,failure,yes
59,blue-collar,married,primary,no,no,no,cellular,2,failure,no
40,management,married,tertiary,no,no,no,cellular,3,failure,no
47,blue-collar,divorced,secondary,no,yes,no,cellular,1,failure,no
38,services,married,secondary,no,yes,no,telephone,5,failure,no
44,management,married,tertiary,no,no,no,cellular,1,success,yes
34,management,divorced,tertiary,no,no,no,cellular,2,other,yes
28,student,single,tertiary,no,no,no,cellular,1,other,no
33,admin.,single,secondary,no,yes,no,cellular,1,other,no
49,management,married,tertiary,no,yes,yes,cellular,1,success,yes
35,student,single,tertiary,no,yes,no,telephone,2,other,no
55,blue-collar,divorced,primary,no,no,no,cellular,2,failure,no
28,management,single,secondary,no,no,no,cellular,1,success,yes
66,management,married,secondary,no,no,no,cellular,2,success,no
33,management,single,tertiary,no,no,no,cellular,1,failure,yes
44,services,divorced,secondary,no,yes,no,cellular,2,failure,yes
37,services,single,tertiary,no,no,no,cellular,9,other,yes
48,services,married,secondary,no,yes,no,cellular,1,failure,no
28,admin.,single,secondary,no,yes,yes,cellular,3,success,yes
45,blue-collar,married,primary,no,yes,no,cellular,1,failure,no
32,admin.,single,secondary,no,no,no,cellular,1,other,yes
42,management,married,tertiary,no,yes,no,cellular,2,success,yes
36,technician,single,secondary,no,yes,no,cellular,2,failure,no
49,blue-collar,married,secondary,no,no,no,cellular,2,failure,no
35,blue-collar,married,secondary,no,yes,no,cellular,2,success,no
33,admin.,married,secondary,no,yes,no,cellular,1,failure,no
30,management,single,tertiary,no,no,no,cellular,1,failure,yes
44,services,married,secondary,no,yes,no,cellular,1,failure,yes
52,self-employed,married,tertiary,no,no,no,cellular,3,other,yes
42,management,married,tertiary,no,no,no,cellular,1,success,yes
34,unemployed,married,secondary,no,no,no,cellular,2,success,yes
33,management,single,tertiary,no,no,yes,cellular,4,failure,yes
50,management,married,tertiary,no,yes,no,cellular,1,failure,no
34,management,married,tertiary,no,no,no,cellular,1,other,yes
43,unemployed,married,tertiary,no,no,no,cellular,1,success,yes
48,housemaid,single,primary,no,no,no,cellular,1,success,yes
46,management,married,tertiary,no,yes,no,cellular,6,success,no
27,admin.,married,tertiary,no,no,no,cellular,1,success,no
28,technician,single,secondary,no,no,no,cellular,3,failure,yes
65,admin.,married,secondary,no,no,no,cellular,1,success,no
34,services,married,secondary,no,no,no,cellular,2,success,yes
38,blue-collar,single,secondary,no,yes,no,cellular,2,failure,yes
39,services,married,secondary,no,yes,yes,cellular,6,failure,yes
36,services,married,secondary,no,yes,no,cellular,1,success,yes
31,housemaid,married,tertiary,no,yes,no,telephone,6,other,no
38,technician,married,tertiary,no,yes,no,cellular,1,failure,no
30,student,single,tertiary,no,no,no,cellular,6,success,yes
41,self-employed,married,tertiary,no,yes,no,telephone,3,other,yes
77,retired,married,primary,no,no,no,telephone,3,failure,yes
42,entrepreneur,married,tertiary,no,yes,no,telephone,1,failure,no
44,self-employed,divorced,tertiary,no,yes,no,cellular,2,success,yes
38,blue-collar,married,secondary,no,yes,no,cellular,5,other,yes
32,management,single,tertiary,no,no,yes,cellular,1,failure,no
46,blue-collar,married,secondary,no,yes,no,cellular,1,other,no
33,admin.,married,secondary,no,yes,no,cellular,1,success,yes
57,self-employed,married,tertiary,no,no,no,cellular,6,failure,yes
51,management,married,tertiary,no,no,no,cellular,1,failure,yes
32,management,married,tertiary,no,no,no,cellular,3,success,no
52,blue-collar,married,tertiary,no,yes,no,cellular,2,failure,no
30,technician,single,tertiary,no,no,no,cellular,1,success,yes
22,blue-collar,single,secondary,no,no,no,cellular,2,success,yes
44,management,married,tertiary,no,yes,no,cellular,3,other,no
33,technician,married,secondary,no,yes,no,cellular,4,other,no
53,admin.,divorced,secondary,no,yes,yes,cellular,1,failure,yes
35,management,married,tertiary,no,no,no,cellular,1,failure,no
58,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
32,technician,single,tertiary,no,yes,no,cellular,1,failure,no
42,self-employed,married,secondary,no,yes,no,cellular,1,other,no
37,blue-collar,divorced,secondary,no,yes,no,cellular,1,success,no
73,retired,married,primary,no,no,no,cellular,1,failure,no
28,management,single,tertiary,no,yes,no,telephone,2,other,yes
28,management,married,tertiary,no,no,no,cellular,2,success,no
35,admin.,single,secondary,no,no,yes,cellular,4,failure,yes
39,blue-collar,married,secondary,no,yes,yes,cellular,1,failure,no
35,technician,married,tertiary,no,yes,no,cellular,2,failure,no
35,blue-collar,single,secondary,no,yes,no,cellular,3,other,no
34,admin.,divorced,secondary,no,yes,no,cellular,1,failure,yes
41,technician,married,secondary,no,yes,yes,cellular,3,other,no
46,entrepreneur,married,primary,no,yes,no,cellular,1,failure,no
30,admin.,single,secondary,no,yes,no,cellular,3,failure,yes
41,blue-collar,married,primary,no,yes,no,cellular,1,failure,yes
38,entrepreneur,married,tertiary,no,yes,no,cellular,5,failure,no
28,management,married,tertiary,no,no,no,cellular,1,failure,no
31,technician,single,tertiary,no,no,no,cellular,5,failure,yes
35,management,single,tertiary,no,yes,yes,cellular,7,other,no
28,blue-collar,married,secondary,no,yes,no,cellular,2,other,yes
36,blue-collar,married,secondary,no,yes,no,cellular,2,other,no
57,technician,single,secondary,no,yes,no,cellular,4,failure,no
41,management,divorced,tertiary,no,no,no,cellular,9,other,yes
38,technician,single,secondary,no,yes,no,cellular,2,failure,no
52,technician,married,secondary,no,yes,no,cellular,1,failure,yes
79,retired,married,secondary,no,no,no,telephone,1,failure,yes
35,services,single,secondary,no,yes,no,cellular,3,failure,yes
43,management,single,tertiary,no,yes,no,cellular,1,failure,no
38,admin.,married,secondary,no,yes,no,cellular,1,failure,no
38,admin.,married,primary,no,yes,no,cellular,2,failure,no
33,blue-collar,married,secondary,no,yes,no,cellular,1,other,no
33,management,single,tertiary,no,no,no,cellular,2,success,yes
47,management,married,tertiary,no,yes,no,cellular,1,failure,no
24,student,single,secondary,no,no,no,cellular,1,failure,yes
48,blue-collar,married,primary,no,no,yes,cellular,1,failure,no
42,blue-collar,married,secondary,no,yes,no,cellular,4,failure,no
40,management,married,tertiary,no,no,no,cellular,2,success,yes
47,admin.,single,secondary,no,yes,no,telephone,3,other,no
53,admin.,single,secondary,no,yes,no,cellular,1,failure,yes
48,admin.,divorced,secondary,no,yes,no,cellular,4,other,no
37,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
45,blue-collar,single,secondary,yes,yes,no,cellular,7,other,yes
29,services,married,secondary,no,yes,no,cellular,2,failure,yes
30,blue-collar,single,secondary,no,no,no,cellular,2,failure,yes
36,technician,married,secondary,no,yes,no,cellular,1,failure,no
44,blue-collar,married,tertiary,no,no,no,cellular,3,other,no
40,blue-collar,married,primary,no,yes,no,cellular,1,failure,no
57,admin.,married,secondary,no,no,no,cellular,3,failure,yes
36,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
37,admin.,married,tertiary,no,no,no,cellular,2,other,yes
47,admin.,single,secondary,no,yes,no,cellular,2,other,yes
27,student,single,secondary,no,no,no,cellular,3,other,no
33,management,single,tertiary,no,yes,no,cellular,1,failure,yes
57,technician,divorced,primary,no,yes,no,cellular,2,failure,no
44,self-employed,divorced,tertiary,no,yes,no,cellular,1,other,yes
34,services,divorced,secondary,no,yes,no,cellular,1,failure,no
28,student,single,secondary,no,no,no,cellular,3,other,yes
59,retired,married,tertiary,no,yes,yes,cellular,2,other,no
35,services,divorced,secondary,no,yes,yes,cellular,4,failure,no
42,blue-collar,married,secondary,no,yes,no,telephone,1,failure,yes
81,retired,married,primary,no,no,no,cellular,1,success,yes
27,admin.,single,tertiary,no,no,no,cellular,1,failure,no
39,technician,married,secondary,no,yes,no,cellular,1,success,no
31,blue-collar,single,secondary,no,yes,no,cellular,1,success,no
46,technician,married,secondary,no,yes,no,cellular,3,success,no
41,technician,married,secondary,no,no,no,cellular,1,failure,yes
34,admin.,single,secondary,no,no,no,cellular,1,other,yes
26,technician,single,tertiary,no,yes,no,cellular,2,failure,yes
26,services,married,secondary,no,yes,yes,cellular,2,other,no
40,blue-collar,married,secondary,no,no,no,cellular,1,failure,yes
48,admin.,divorced,secondary,no,yes,no,cellular,2,other,no
52,blue-collar,married,primary,no,no,no,cellular,2,failure,yes
60,retired,divorced,tertiary,no,no,yes,cellular,1,failure,yes
60,management,married,secondary,no,no,no,cellular,7,failure,yes
34,blue-collar,single,secondary,no,yes,no,cellular,1,failure,yes
38,management,married,tertiary,no,yes,no,cellular,1,other,yes
61,management,single,tertiary,no,no,no,cellular,1,failure,yes
38,blue-collar,single,secondary,no,yes,no,cellular,4,failure,yes
61,retired,married,secondary,no,no,no,telephone,1,success,no
32,entrepreneur,single,primary,no,no,yes,cellular,2,failure,no
38,technician,single,secondary,no,yes,no,cellular,1,failure,no
38,management,divorced,tertiary,no,no,no,cellular,1,failure,no
30,technician,married,secondary,no,yes,no,cellular,3,other,no
52,services,divorced,secondary,no,no,no,telephone,1,failure,no
35,technician,single,secondary,no,no,no,cellular,4,other,yes
58,management,married,tertiary,no,no,no,cellular,2,success,yes
27,admin.,single,secondary,no,yes,no,cellular,9,other,yes
44,admin.,married,secondary,no,no,no,cellular,2,other,no
25,student,single,secondary,no,no,no,cellular,1,success,yes
23,services,single,secondary,no,no,no,cellular,1,other,yes
28,admin.,single,tertiary,no,no,no,telephone,3,failure,no
49,services,married,secondary,no,yes,no,cellular,4,failure,no
27,services,single,secondary,no,no,no,telephone,1,success,no
36,admin.,married,secondary,no,yes,no,cellular,1,failure,no
48,technician,married,secondary,no,yes,no,cellular,2,success,yes
40,blue-collar,married,primary,no,yes,no,cellular,3,failure,no
59,entrepreneur,married,tertiary,no,yes,no,cellular,3,failure,no
38,blue-collar,single,secondary,no,yes,no,cellular,2,other,no
50,blue-collar,married,primary,no,no,no,telephone,2,failure,yes
39,management,single,tertiary,no,yes,yes,cellular,1,failure,yes
51,blue-collar,married,secondary,no,yes,yes,cellular,3,other,no
33,technician,divorced,secondary,no,yes,no,cellular,1,failure,no
43,management,divorced,tertiary,no,no,no,cellular,2,failure,no
28,blue-collar,single,secondary,no,yes,no,cellular,2,success,yes
42,unemployed,married,tertiary,no,no,no,cellular,2,success,yes
34,blue-collar,married,primary,no,yes,yes,telephone,4,other,no
53,management,single,secondary,no,yes,no,cellular,6,failure,no
60,technician,married,secondary,no,no,no,cellular,2,failure,no
26,admin.,single,secondary,no,yes,no,cellular,2,failure,yes
41,management,married,tertiary,no,no,no,cellular,2,success,no
42,services,married,secondary,no,yes,yes,cellular,3,failure,no
33,management,married,tertiary,no,no,no,cellular,1,failure,no
31,technician,married,tertiary,no,yes,yes,cellular,2,other,no
26,student,single,secondary,no,no,no,cellular,1,failure,yes
41,admin.,married,secondary,no,yes,no,cellular,1,failure,no
70,retired,married,primary,no,no,no,cellular,3,success,no
30,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
34,management,divorced,secondary,no,yes,no,cellular,1,other,no
61,management,married,tertiary,no,yes,no,cellular,1,other,yes
31,self-employed,single,tertiary,no,no,no,cellular,1,success,no
39,management,single,tertiary,no,yes,no,telephone,10,failure,yes
40,admin.,single,secondary,no,yes,no,cellular,3,failure,yes
44,technician,single,tertiary,no,no,no,cellular,1,other,no
58,retired,married,primary,no,no,no,telephone,1,success,yes
38,management,single,tertiary,no,no,no,cellular,4,other,no
41,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
32,blue-collar,married,secondary,no,yes,no,cellular,1,failure,yes
33,admin.,single,tertiary,no,no,no,cellular,1,success,yes
35,technician,married,secondary,no,yes,no,cellular,1,success,no
24,services,single,secondary,no,yes,no,cellular,1,failure,no
34,blue-collar,married,secondary,no,yes,no,cellular,5,failure,yes
40,management,married,tertiary,no,no,no,cellular,1,success,no
81,retired,married,primary,no,no,no,telephone,1,other,yes
33,management,married,tertiary,no,no,no,cellular,1,failure,no
62,retired,married,secondary,no,no,no,cellular,2,success,no
66,retired,married,secondary,no,no,no,cellular,5,failure,yes
30,blue-collar,married,secondary,no,yes,yes,cellular,1,failure,yes
43,blue-collar,married,primary,no,no,no,cellular,2,other,no
32,technician,married,tertiary,no,yes,yes,cellular,1,failure,yes
34,entrepreneur,married,secondary,no,yes,no,cellular,1,failure,no
31,management,single,tertiary,no,no,no,cellular,1,success,no
37,management,married,tertiary,no,no,no,cellular,1,success,yes
27,admin.,married,secondary,no,yes,yes,cellular,1,success,yes
28,self-employed,single,tertiary,no,yes,no,cellular,2,failure,no
55,technician,married,secondary,no,no,yes,cellular,1,success,yes
72,retired,married,secondary,no,no,no,cellular,5,success,yes
45,services,divorced,secondary,no,yes,yes,cellular,4,failure,no
49,admin.,married,secondary,no,yes,no,cellular,1,failure,yes
50,management,divorced,tertiary,no,no,no,cellular,1,failure,no
41,admin.,divorced,secondary,no,yes,no,cellular,2,failure,yes
39,self-employed,married,tertiary,no,yes,no,cellular,1,failure,yes
20,student,single,secondary,no,no,no,telephone,1,failure,yes
55,housemaid,married,secondary,no,yes,no,cellular,1,success,yes
31,management,single,tertiary,no,no,no,cellular,1,failure,yes
28,student,single,secondary,no,no,no,cellular,1,failure,no
29,unemployed,single,tertiary,no,yes,no,cellular,3,other,no
49,admin.,single,tertiary,no,yes,no,cellular,1,success,yes
34,management,single,tertiary,no,yes,yes,cellular,2,other,no
29,technician,single,tertiary,no,yes,no,cellular,1,failure,no
33,technician,married,secondary,no,yes,no,cellular,1,failure,no
31,management,single,tertiary,no,no,no,cellular,1,success,yes
30,management,single,tertiary,no,no,no,cellular,1,success,no
35,management,single,tertiary,no,yes,no,cellular,1,failure,no
35,technician,divorced,secondary,yes,no,no,cellular,2,other,no
38,services,married,secondary,no,yes,no,cellular,1,other,yes
60,management,married,tertiary,no,no,no,cellular,1,failure,yes
56,management,married,tertiary,no,no,no,cellular,1,success,yes
38,management,married,tertiary,no,no,no,cellular,1,failure,yes
41,admin.,single,secondary,no,yes,no,cellular,2,failure,no
33,admin.,single,secondary,no,no,no,cellular,2,failure,no
45,blue-collar,single,secondary,no,no,no,cellular,2,success,yes
26,blue-collar,single,secondary,no,no,no,cellular,3,success,yes
28,admin.,single,secondary,no,no,no,telephone,1,success,yes
49,management,married,tertiary,no,no,no,cellular,3,failure,yes
52,management,married,tertiary,no,no,no,cellular,1,success,no
27,blue-collar,single,secondary,no,no,no,cellular,3,success,yes
28,admin.,married,secondary,no,no,no,cellular,1,success,yes
40,admin.,married,secondary,no,yes,yes,cellular,1,failure,yes
47,blue-collar,divorced,primary,no,yes,no,cellular,4,failure,yes
21,student,single,secondary,no,no,no,telephone,5,success,yes
35,management,married,tertiary,no,yes,no,cellular,2,failure,yes
34,management,single,tertiary,no,yes,yes,cellular,2,other,no
34,blue-collar,single,secondary,no,yes,no,cellular,3,other,no
43,blue-collar,single,primary,no,yes,no,cellular,1,failure,no
34,admin.,married,tertiary,no,no,yes,cellular,1,failure,yes
49,management,single,secondary,no,yes,no,cellular,3,failure,no
63,entrepreneur,married,secondary,no,no,no,telephone,1,success,yes
27,admin.,married,tertiary,no,no,no,cellular,1,failure,yes
44,admin.,divorced,secondary,no,yes,yes,cellular,1,other,yes
34,technician,married,secondary,no,yes,no,cellular,2,other,yes
59,entrepreneur,married,primary,no,no,no,telephone,2,failure,no
38,services,single,primary,no,yes,no,telephone,2,failure,no
37,admin.,single,tertiary,no,no,no,cellular,1,failure,yes
46,management,married,tertiary,no,no,no,cellular,4,other,no
33,management,single,tertiary,no,yes,no,cellular,3,failure,yes
53,self-employed,married,secondary,no,yes,no,cellular,2,failure,no
26,admin.,single,tertiary,no,no,yes,cellular,1,success,yes
39,admin.,married,secondary,no,yes,no,cellular,2,failure,yes
44,admin.,divorced,secondary,no,yes,no,cellular,3,failure,yes
37,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
32,admin.,single,secondary,no,yes,no,cellular,1,success,yes
50,management,divorced,tertiary,no,yes,no,cellular,1,other,no
38,blue-collar,married,primary,no,yes,no,cellular,1,other,yes
31,services,single,secondary,no,yes,no,cellular,1,failure,yes
35,technician,married,secondary,no,yes,yes,cellular,3,failure,no
26,admin.,single,secondary,no,no,no,cellular,1,success,no
43,blue-collar,single,secondary,no,no,no,cellular,1,failure,yes
50,management,married,tertiary,no,no,no,cellular,1,failure,no
35,management,single,tertiary,no,yes,no,cellular,3,failure,no
72,retired,married,primary,no,no,no,cellular,1,other,yes
41,admin.,divorced,secondary,no,yes,no,cellular,2,other,no
26,management,divorced,tertiary,yes,no,yes,cellular,2,failure,no
53,unemployed,married,secondary,no,no,no,cellular,1,success,yes
35,blue-collar,divorced,secondary,no,yes,no,cellular,1,failure,yes
35,blue-collar,married,secondary,no,no,no,cellular,1,failure,yes
70,retired,married,tertiary,no,no,no,cellular,2,other,yes
31,management,single,tertiary,no,yes,no,cellular,1,failure,no
62,management,married,tertiary,no,no,no,cellular,3,failure,no
29,unemployed,single,tertiary,no,yes,no,cellular,3,success,yes
36,management,single,tertiary,no,no,yes,cellular,1,failure,no
40,technician,single,secondary,no,no,no,cellular,1,failure,no
32,admin.,single,secondary,no,yes,no,cellular,1,failure,no
46,management,married,tertiary,no,yes,no,cellular,2,success,no
57,housemaid,married,tertiary,no,no,no,cellular,1,success,yes
35,blue-collar,married,secondary,no,no,no,cellular,2,success,no
29,self-employed,married,secondary,no,no,yes,cellular,2,success,yes
39,management,married,tertiary,no,yes,no,cellular,2,success,yes
49,admin.,divorced,secondary,no,yes,no,cellular,2,failure,no
30,technician,single,secondary,no,yes,no,cellular,2,failure,yes
57,services,married,primary,no,no,yes,cellular,1,other,yes
53,admin.,married,secondary,no,no,yes,cellular,3,failure,no
39,management,single,tertiary,no,yes,no,cellular,2,failure,no
31,blue-collar,married,secondary,no,no,no,cellular,2,failure,no
